Lb,d,bf,tw,tf,bf/2tf,h/tw,Zx*10^3,Iy*10^6,ry,J*10^3,Cw*10^9,E*10^3,Fy,G*10^3,Mp,Mcr,Lb/ry,h/tw,B/2t,h/B,tf/tw,E/Fy,Mp/Mcr
30000,490,284,17.0,30.5,4.65,23.9,4750,116,68.6,6040,6100,200,960,76.92,4560,456.83,437.32,23.9,4.65,1.62,1.80,208.33,9.981793647
2800,483,287,16.6,27.0,5.31,24.5,4290,105,68.3,4410,5450,200,960,76.92,4118.4,8811.53,41.00,24.5,5.31,1.59,1.63,208.33,0.4673875539
3300,483,287,16.6,27.0,5.31,24.5,4290,105,68.3,4410,5450,200,960,76.92,4118.4,6583.70,48.32,24.5,5.31,1.59,1.63,208.33,0.6255448613
3800,483,287,16.6,27.0,5.31,24.5,4290,105,68.3,4410,5450,200,960,76.92,4118.4,5167.86,55.64,24.5,5.31,1.59,1.63,208.33,0.7969255936
4300,483,287,16.6,27.0,5.31,24.5,4290,105,68.3,4410,5450,200,960,76.92,4118.4,4209.26,62.96,24.5,5.31,1.59,1.63,208.33,0.9784136579
4800,483,287,16.6,27.0,5.31,24.5,4290,105,68.3,4410,5450,200,960,76.92,4118.4,3527.77,70.28,24.5,5.31,1.59,1.63,208.33,1.167424579
18000,483,287,16.6,27.0,5.31,24.5,4290,105,68.3,4410,5450,200,960,76.92,4118.4,639.42,263.54,24.5,5.31,1.59,1.63,208.33,6.440868139
2800,475,284,15.0,23.8,5.96,27.2,3770,92,67.6,3110,4670,200,960,76.92,3619.2,7483.58,41.42,27.2,5.96,1.59,1.59,208.33,0.4836187319
3300,475,284,15.0,23.8,5.96,27.2,3770,92,67.6,3110,4670,200,960,76.92,3619.2,5561.98,48.82,27.2,5.96,1.59,1.59,208.33,0.650703203
3800,475,284,15.0,23.8,5.96,27.2,3770,92,67.6,3110,4670,200,960,76.92,3619.2,4342.63,56.21,27.2,5.96,1.59,1.59,208.33,0.8334115096
4300,475,284,15.0,23.8,5.96,27.2,3770,92,67.6,3110,4670,200,960,76.92,3619.2,3518.69,63.61,27.2,5.96,1.59,1.59,208.33,1.028564271
4800,475,284,15.0,23.8,5.96,27.2,3770,92,67.6,3110,4670,200,960,76.92,3619.2,2934.31,71.01,27.2,5.96,1.59,1.59,208.33,1.233408229
18000,475,284,15.0,23.8,5.96,27.2,3770,92,67.6,3110,4670,200,960,76.92,3619.2,506.32,266.27,27.2,5.96,1.59,1.59,208.33,7.14809718
2700,472,282,13.6,22.0,6.41,30.0,3460,84,67.3,2440,4240,200,960,76.92,3321.6,7207.78,40.12,30.0,6.41,1.60,1.62,208.33,0.4608354168
3200,472,282,13.6,22.0,6.41,30.0,3460,84,67.3,2440,4240,200,960,76.92,3321.6,5275.19,47.55,30.0,6.41,1.60,1.62,208.33,0.6296648558
3700,472,282,13.6,22.0,6.41,30.0,3460,84,67.3,2440,4240,200,960,76.92,3321.6,4068.04,54.98,30.0,6.41,1.60,1.62,208.33,0.8165121027
4200,472,282,13.6,22.0,6.41,30.0,3460,84,67.3,2440,4240,200,960,76.92,3321.6,3262.34,62.41,30.0,6.41,1.60,1.62,208.33,1.018164528
4700,472,282,13.6,22.0,6.41,30.0,3460,84,67.3,2440,4240,200,960,76.92,3321.6,2696.68,69.84,30.0,6.41,1.60,1.62,208.33,1.231735702
15000,472,282,13.6,22.0,6.41,30.0,3460,84,67.3,2440,4240,200,960,76.92,3321.6,532.35,222.88,30.0,6.41,1.60,1.62,208.33,6.23955592
2700,467,282,12.2,19.6,7.20,33.4,3050,73,66.8,1710,3650,200,960,76.92,2928,6154.89,40.42,33.4,7.20,1.59,1.61,208.33,0.4757191203
3200,467,282,12.2,19.6,7.20,33.4,3050,73,66.8,1710,3650,200,960,76.92,2928,4484.68,47.90,33.4,7.20,1.59,1.61,208.33,0.6528891051
3700,467,282,12.2,19.6,7.20,33.4,3050,73,66.8,1710,3650,200,960,76.92,2928,3442.36,55.39,33.4,7.20,1.59,1.61,208.33,0.8505800007
4200,467,282,12.2,19.6,7.20,33.4,3050,73,66.8,1710,3650,200,960,76.92,2928,2747.52,62.87,33.4,7.20,1.59,1.61,208.33,1.065688083
4700,467,282,12.2,19.6,7.20,33.4,3050,73,66.8,1710,3650,200,960,76.92,2928,2260.45,70.36,33.4,7.20,1.59,1.61,208.33,1.295319686
15000,467,282,12.2,19.6,7.20,33.4,3050,73,66.8,1710,3650,200,960,76.92,2928,423.40,224.55,33.4,7.20,1.59,1.61,208.33,6.915457497
2500,462,279,10.8,17.2,8.11,37.8,2670,63,66.3,1180,3140,200,960,76.92,2563.2,6094.07,37.71,37.8,8.11,1.59,1.59,208.33,0.420605732
3000,462,279,10.8,17.2,8.11,37.8,2670,63,66.3,1180,3140,200,960,76.92,2563.2,4309.36,45.25,37.8,8.11,1.59,1.59,208.33,0.5947989043
3500,462,279,10.8,17.2,8.11,37.8,2670,63,66.3,1180,3140,200,960,76.92,2563.2,3231.94,52.79,37.8,8.11,1.59,1.59,208.33,0.7930835972
4000,462,279,10.8,17.2,8.11,37.8,2670,63,66.3,1180,3140,200,960,76.92,2563.2,2531.41,60.33,37.8,8.11,1.59,1.59,208.33,1.012558211
4500,462,279,10.8,17.2,8.11,37.8,2670,63,66.3,1180,3140,200,960,76.92,2563.2,2049.93,67.87,37.8,8.11,1.59,1.59,208.33,1.250381803
15000,462,279,10.8,17.2,8.11,37.8,2670,63,66.3,1180,3140,200,960,76.92,2563.2,335.79,226.24,37.8,8.11,1.59,1.59,208.33,7.633294516
1500,470,194,12.6,20.6,4.71,32.4,2390,25,43.2,1450,1260,200,960,76.92,2294.4,6781.37,34.72,32.4,4.71,2.32,1.63,208.33,0.3383388649
2000,470,194,12.6,20.6,4.71,32.4,2390,25,43.2,1450,1260,200,960,76.92,2294.4,3948.14,46.30,32.4,4.71,2.32,1.63,208.33,0.5811341715
2500,470,194,12.6,20.6,4.71,32.4,2390,25,43.2,1450,1260,200,960,76.92,2294.4,2632.68,57.87,32.4,4.71,2.32,1.63,208.33,0.8715059341
3000,470,194,12.6,20.6,4.71,32.4,2390,25,43.2,1450,1260,200,960,76.92,2294.4,1914.28,69.44,32.4,4.71,2.32,1.63,208.33,1.198568322
3500,470,194,12.6,20.6,4.71,32.4,2390,25,43.2,1450,1260,200,960,76.92,2294.4,1477.63,81.02,32.4,4.71,2.32,1.63,208.33,1.552757394
5000,470,194,12.6,20.6,4.71,32.4,2390,25,43.2,1450,1260,200,960,76.92,2294.4,847.17,115.74,32.4,4.71,2.32,1.63,208.33,2.708311511
1500,467,193,11.4,19.1,5.06,35.7,2180,23,42.9,1140,1140,200,960,76.92,2092.8,6110.70,34.97,35.7,5.06,2.32,1.67,208.33,0.3424809978
2000,467,193,11.4,19.1,5.06,35.7,2180,23,42.9,1140,1140,200,960,76.92,2092.8,3543.39,46.62,35.7,5.06,2.32,1.67,208.33,0.5906208839
2500,467,193,11.4,19.1,5.06,35.7,2180,23,42.9,1140,1140,200,960,76.92,2092.8,2352.21,58.28,35.7,5.06,2.32,1.67,208.33,0.8897163262
3000,467,193,11.4,19.1,5.06,35.7,2180,23,42.9,1140,1140,200,960,76.92,2092.8,1702.41,69.93,35.7,5.06,2.32,1.67,208.33,1.229316651
3500,467,193,11.4,19.1,5.06,35.7,2180,23,42.9,1140,1140,200,960,76.92,2092.8,1308.07,81.59,35.7,5.06,2.32,1.67,208.33,1.59990913
5000,467,193,11.4,19.1,5.06,35.7,2180,23,42.9,1140,1140,200,960,76.92,2092.8,740.94,116.55,35.7,5.06,2.32,1.67,208.33,2.824522961
1600,462,192,10.5,17.6,5.44,38.7,2020,21,42.7,903,1030,200,960,76.92,1939.2,4887.22,37.47,38.7,5.44,2.31,1.68,208.33,0.3967901311
2100,462,192,10.5,17.6,5.44,38.7,2020,21,42.7,903,1030,200,960,76.92,1939.2,2918.31,49.18,38.7,5.44,2.31,1.68,208.33,0.6644951437
2600,462,192,10.5,17.6,5.44,38.7,2020,21,42.7,903,1030,200,960,76.92,1939.2,1969.10,60.89,38.7,5.44,2.31,1.68,208.33,0.9848132461
3100,462,192,10.5,17.6,5.44,38.7,2020,21,42.7,903,1030,200,960,76.92,1939.2,1438.87,72.60,38.7,5.44,2.31,1.68,208.33,1.347719872
3600,462,192,10.5,17.6,5.44,38.7,2020,21,42.7,903,1030,200,960,76.92,1939.2,1111.96,84.31,38.7,5.44,2.31,1.68,208.33,1.743949437
10000,462,192,10.5,17.6,5.44,38.7,2020,21,42.7,903,1030,200,960,76.92,1939.2,252.13,234.19,38.7,5.44,2.31,1.68,208.33,7.691144871
1700,460,191,9.9,16.0,5.98,41.1,1840,19,42.4,691,921,200,960,76.92,1766.4,3866.96,40.09,41.1,5.98,2.32,1.61,208.33,0.4567925804
2200,460,191,9.9,16.0,5.98,41.1,1840,19,42.4,691,921,200,960,76.92,1766.4,2368.91,51.89,41.1,5.98,2.32,1.61,208.33,0.7456598804
2700,460,191,9.9,16.0,5.98,41.1,1840,19,42.4,691,921,200,960,76.92,1766.4,1621.37,63.68,41.1,5.98,2.32,1.61,208.33,1.089449044
3200,460,191,9.9,16.0,5.98,41.1,1840,19,42.4,691,921,200,960,76.92,1766.4,1194.60,75.47,41.1,5.98,2.32,1.61,208.33,1.478648271
3700,460,191,9.9,16.0,5.98,41.1,1840,19,42.4,691,921,200,960,76.92,1766.4,927.59,87.26,41.1,5.98,2.32,1.61,208.33,1.904293242
10000,460,191,9.9,16.0,5.98,41.1,1840,19,42.4,691,921,200,960,76.92,1766.4,212.57,235.85,41.1,5.98,2.32,1.61,208.33,8.309665965
1600,457,191,9.0,14.5,6.57,45.2,1660,17,41.9,516,816,200,960,76.92,1593.6,3844.59,38.19,45.2,6.57,2.32,1.61,208.33,0.414504223
2100,457,191,9.0,14.5,6.57,45.2,1660,17,41.9,516,816,200,960,76.92,1593.6,2279.13,50.12,45.2,6.57,2.32,1.61,208.33,0.6992133731
2600,457,191,9.0,14.5,6.57,45.2,1660,17,41.9,516,816,200,960,76.92,1593.6,1525.17,62.05,45.2,6.57,2.32,1.61,208.33,1.044868849
3100,457,191,9.0,14.5,6.57,45.2,1660,17,41.9,516,816,200,960,76.92,1593.6,1104.68,73.99,45.2,6.57,2.32,1.61,208.33,1.442593889
3600,457,191,9.0,14.5,6.57,45.2,1660,17,41.9,516,816,200,960,76.92,1593.6,846.03,85.92,45.2,6.57,2.32,1.61,208.33,1.883628297
10000,457,191,9.0,14.5,6.57,45.2,1660,17,41.9,516,816,200,960,76.92,1593.6,177.67,238.66,45.2,6.57,2.32,1.61,208.33,8.969504433
1300,460,154,9.1,15.4,5.01,44.6,1490,9,32.8,508,462,200,960,76.92,1430.4,3296.77,39.63,44.6,5.01,2.89,1.68,208.33,0.433879123
1800,460,154,9.1,15.4,5.01,44.6,1490,9,32.8,508,462,200,960,76.92,1430.4,1772.06,54.88,44.6,5.01,2.89,1.68,208.33,0.8071954499
2300,460,154,9.1,15.4,5.01,44.6,1490,9,32.8,508,462,200,960,76.92,1430.4,1126.43,70.12,44.6,5.01,2.89,1.68,208.33,1.269856625
2800,460,154,9.1,15.4,5.01,44.6,1490,9,32.8,508,462,200,960,76.92,1430.4,793.18,85.37,44.6,5.01,2.89,1.68,208.33,1.803375296
3300,460,154,9.1,15.4,5.01,44.6,1490,9,32.8,508,462,200,960,76.92,1430.4,598.31,100.61,44.6,5.01,2.89,1.68,208.33,2.390732338
5000,460,154,9.1,15.4,5.01,44.6,1490,9,32.8,508,462,200,960,76.92,1430.4,309.72,152.44,44.6,5.01,2.89,1.68,208.33,4.618367498
1300,455,153,8.0,13.4,5.73,50.9,1280,8,32.3,337,387,200,960,76.92,1228.8,2759.72,40.25,50.9,5.73,2.89,1.67,208.33,0.4452628755
1800,455,153,8.0,13.4,5.73,50.9,1280,8,32.3,337,387,200,960,76.92,1228.8,1474.85,55.73,50.9,5.73,2.89,1.67,208.33,0.833168243
2300,455,153,8.0,13.4,5.73,50.9,1280,8,32.3,337,387,200,960,76.92,1228.8,931.19,71.21,50.9,5.73,2.89,1.67,208.33,1.319602476
2800,455,153,8.0,13.4,5.73,50.9,1280,8,32.3,337,387,200,960,76.92,1228.8,650.96,86.69,50.9,5.73,2.89,1.67,208.33,1.887687404
3300,455,153,8.0,13.4,5.73,50.9,1280,8,32.3,337,387,200,960,76.92,1228.8,487.42,102.17,50.9,5.73,2.89,1.67,208.33,2.521031233
5000,455,153,8.0,13.4,5.73,50.9,1280,8,32.3,337,387,200,960,76.92,1228.8,246.66,154.80,50.9,5.73,2.89,1.67,208.33,4.981785008
1300,450,152,7.6,10.8,7.06,53.5,1090,6,31.0,211,306,200,960,76.92,1046.4,2184.19,41.94,53.5,7.06,2.89,1.41,208.33,0.4790790226
1800,450,152,7.6,10.8,7.06,53.5,1090,6,31.0,211,306,200,960,76.92,1046.4,1161.76,58.06,53.5,7.06,2.89,1.41,208.33,0.9007038012
2300,450,152,7.6,10.8,7.06,53.5,1090,6,31.0,211,306,200,960,76.92,1046.4,729.36,74.19,53.5,7.06,2.89,1.41,208.33,1.434691954
2800,450,152,7.6,10.8,7.06,53.5,1090,6,31.0,211,306,200,960,76.92,1046.4,506.68,90.32,53.5,7.06,2.89,1.41,208.33,2.065225455
3300,450,152,7.6,10.8,7.06,53.5,1090,6,31.0,211,306,200,960,76.92,1046.4,376.91,106.45,53.5,7.06,2.89,1.41,208.33,2.776230819
5000,450,152,7.6,10.8,7.06,53.5,1090,6,31.0,211,306,200,960,76.92,1046.4,186.72,161.29,53.5,7.06,2.89,1.41,208.33,5.6042166
2500,432,264,14.9,25.0,5.29,24.3,3240,77,63.8,3220,3200,200,960,76.92,3110.4,7265.53,39.18,24.3,5.29,1.54,1.67,208.33,0.428103529
3000,432,264,14.9,25.0,5.29,24.3,3240,77,63.8,3220,3200,200,960,76.92,3110.4,5259.47,47.02,24.3,5.29,1.54,1.67,208.33,0.5913907769
3500,432,264,14.9,25.0,5.29,24.3,3240,77,63.8,3220,3200,200,960,76.92,3110.4,4042.00,54.86,24.3,5.29,1.54,1.67,208.33,0.7695203695
4000,432,264,14.9,25.0,5.29,24.3,3240,77,63.8,3220,3200,200,960,76.92,3110.4,3244.72,62.70,24.3,5.29,1.54,1.67,208.33,0.9586042066
4500,432,264,14.9,25.0,5.29,24.3,3240,77,63.8,3220,3200,200,960,76.92,3110.4,2691.80,70.53,24.3,5.29,1.54,1.67,208.33,1.155509987
15000,432,264,14.9,25.0,5.29,24.3,3240,77,63.8,3220,3200,200,960,76.92,3110.4,566.87,235.11,24.3,5.29,1.54,1.67,208.33,5.486930962
2500,427,264,13.3,22.3,5.92,27.0,2870,68,63.2,2270,2740,200,960,76.92,2755.2,6181.95,39.56,27.0,5.92,1.53,1.68,208.33,0.4456842543
3000,427,264,13.3,22.3,5.92,27.0,2870,68,63.2,2270,2740,200,960,76.92,2755.2,4448.78,47.47,27.0,5.92,1.53,1.68,208.33,0.6193163869
3500,427,264,13.3,22.3,5.92,27.0,2870,68,63.2,2270,2740,200,960,76.92,2755.2,3398.76,55.38,27.0,5.92,1.53,1.68,208.33,0.8106484402
4000,427,264,13.3,22.3,5.92,27.0,2870,68,63.2,2270,2740,200,960,76.92,2755.2,2712.71,63.29,27.0,5.92,1.53,1.68,208.33,1.015664384
4500,427,264,13.3,22.3,5.92,27.0,2870,68,63.2,2270,2740,200,960,76.92,2755.2,2238.24,71.20,27.0,5.92,1.53,1.68,208.33,1.230969706
15000,427,264,13.3,22.3,5.92,27.0,2870,68,63.2,2270,2740,200,960,76.92,2755.2,450.31,237.34,27.0,5.92,1.53,1.68,208.33,6.11849044
2500,419,262,11.6,19.4,6.77,31.2,2460,57,62.7,1490,2310,200,960,76.92,2361.6,5124.73,39.87,31.2,6.77,1.53,1.67,208.33,0.4608246515
3000,419,262,11.6,19.4,6.77,31.2,2460,57,62.7,1490,2310,200,960,76.92,2361.6,3663.60,47.85,31.2,6.77,1.53,1.67,208.33,0.6446124114
3500,419,262,11.6,19.4,6.77,31.2,2460,57,62.7,1490,2310,200,960,76.92,2361.6,2779.84,55.82,31.2,6.77,1.53,1.67,208.33,0.8495464821
4000,419,262,11.6,19.4,6.77,31.2,2460,57,62.7,1490,2310,200,960,76.92,2361.6,2203.67,63.80,31.2,6.77,1.53,1.67,208.33,1.071666425
4500,419,262,11.6,19.4,6.77,31.2,2460,57,62.7,1490,2310,200,960,76.92,2361.6,1806.28,71.77,31.2,6.77,1.53,1.67,208.33,1.307436674
15000,419,262,11.6,19.4,6.77,31.2,2460,57,62.7,1490,2310,200,960,76.92,2361.6,341.41,239.23,31.2,6.77,1.53,1.67,208.33,6.917178368
2500,414,259,10.0,16.8,7.70,35.9,2130,50,62.5,995,1960,200,960,76.92,2044.8,4319.84,40.00,35.9,7.70,1.53,1.68,208.33,0.4733505055
3000,414,259,10.0,16.8,7.70,35.9,2130,50,62.5,995,1960,200,960,76.92,2044.8,3071.66,48.00,35.9,7.70,1.53,1.68,208.33,0.6656996892
3500,414,259,10.0,16.8,7.70,35.9,2130,50,62.5,995,1960,200,960,76.92,2044.8,2317.49,56.00,35.9,7.70,1.53,1.68,208.33,0.8823333768
4000,414,259,10.0,16.8,7.70,35.9,2130,50,62.5,995,1960,200,960,76.92,2044.8,1826.54,64.00,35.9,7.70,1.53,1.68,208.33,1.119494845
4500,414,259,10.0,16.8,7.70,35.9,2130,50,62.5,995,1960,200,960,76.92,2044.8,1488.56,72.00,35.9,7.70,1.53,1.68,208.33,1.373675798
15000,414,259,10.0,16.8,7.70,35.9,2130,50,62.5,995,1960,200,960,76.92,2044.8,264.30,240.00,35.9,7.70,1.53,1.68,208.33,7.736681137
1600,417,181,10.9,18.2,4.98,33.0,1720,18,40.6,924,714,200,960,76.92,1651.2,3837.12,39.41,33.0,4.98,2.20,1.67,208.33,0.4303224915
2100,417,181,10.9,18.2,4.98,33.0,1720,18,40.6,924,714,200,960,76.92,1651.2,2317.65,51.72,33.0,4.98,2.20,1.67,208.33,0.7124472057
2600,417,181,10.9,18.2,4.98,33.0,1720,18,40.6,924,714,200,960,76.92,1651.2,1583.55,64.04,33.0,4.98,2.20,1.67,208.33,1.042718698
3100,417,181,10.9,18.2,4.98,33.0,1720,18,40.6,924,714,200,960,76.92,1651.2,1172.10,76.35,33.0,4.98,2.20,1.67,208.33,1.408748116
3600,417,181,10.9,18.2,4.98,33.0,1720,18,40.6,924,714,200,960,76.92,1651.2,917.25,88.67,33.0,4.98,2.20,1.67,208.33,1.800165449
10000,417,181,10.9,18.2,4.98,33.0,1720,18,40.6,924,714,200,960,76.92,1651.2,227.25,246.31,33.0,4.98,2.20,1.67,208.33,7.265920806
1500,414,180,9.7,16.0,5.61,37.4,1510,16,40.4,633,610,200,960,76.92,1449.6,3691.15,37.13,37.4,5.61,2.21,1.66,208.33,0.3927235962
2000,414,180,9.7,16.0,5.61,37.4,1510,16,40.4,633,610,200,960,76.92,1449.6,2142.55,49.50,37.4,5.61,2.21,1.66,208.33,0.6765766269
2500,414,180,9.7,16.0,5.61,37.4,1510,16,40.4,633,610,200,960,76.92,1449.6,1423.92,61.88,37.4,5.61,2.21,1.66,208.33,1.018036638
3000,414,180,9.7,16.0,5.61,37.4,1510,16,40.4,633,610,200,960,76.92,1449.6,1031.79,74.26,37.4,5.61,2.21,1.66,208.33,1.404939724
3500,414,180,9.7,16.0,5.61,37.4,1510,16,40.4,633,610,200,960,76.92,1449.6,793.73,86.63,37.4,5.61,2.21,1.66,208.33,1.826313174
10000,414,180,9.7,16.0,5.61,37.4,1510,16,40.4,633,610,200,960,76.92,1449.6,178.57,247.52,37.4,5.61,2.21,1.66,208.33,8.117677176
1500,409,179,8.8,14.4,6.23,41.1,1350,14,39.9,462,534,200,960,76.92,1296,3224.25,37.59,41.1,6.23,2.20,1.64,208.33,0.4019535104
2000,409,179,8.8,14.4,6.23,41.1,1350,14,39.9,462,534,200,960,76.92,1296,1862.71,50.13,41.1,6.23,2.20,1.64,208.33,0.6957604278
2500,409,179,8.8,14.4,6.23,41.1,1350,14,39.9,462,534,200,960,76.92,1296,1231.33,62.66,41.1,6.23,2.20,1.64,208.33,1.05251718
3000,409,179,8.8,14.4,6.23,41.1,1350,14,39.9,462,534,200,960,76.92,1296,887.23,75.19,41.1,6.23,2.20,1.64,208.33,1.460725325
3500,409,179,8.8,14.4,6.23,41.1,1350,14,39.9,462,534,200,960,76.92,1296,678.69,87.72,41.1,6.23,2.20,1.64,208.33,1.909564488
10000,409,179,8.8,14.4,6.23,41.1,1350,14,39.9,462,534,200,960,76.92,1296,146.23,250.63,41.1,6.23,2.20,1.64,208.33,8.862471328
1500,406,178,7.8,12.8,6.93,46.5,1200,12,39.9,330,465,200,960,76.92,1152,2797.99,37.59,46.5,6.93,2.21,1.66,208.33,0.4117242706
2000,406,178,7.8,12.8,6.93,46.5,1200,12,39.9,330,465,200,960,76.92,1152,1609.32,50.13,46.5,6.93,2.21,1.66,208.33,0.7158284426
2500,406,178,7.8,12.8,6.93,46.5,1200,12,39.9,330,465,200,960,76.92,1152,1058.43,62.66,46.5,6.93,2.21,1.66,208.33,1.088407063
3000,406,178,7.8,12.8,6.93,46.5,1200,12,39.9,330,465,200,960,76.92,1152,758.48,75.19,46.5,6.93,2.21,1.66,208.33,1.51883516
3500,406,178,7.8,12.8,6.93,46.5,1200,12,39.9,330,465,200,960,76.92,1152,576.95,87.72,46.5,6.93,2.21,1.66,208.33,1.996702045
10000,406,178,7.8,12.8,6.93,46.5,1200,12,39.9,330,465,200,960,76.92,1152,118.53,250.63,46.5,6.93,2.21,1.66,208.33,9.7188864
1500,404,178,7.5,11.0,8.12,48.1,1050,10,38.6,227,392,200,960,76.92,1008,2355.69,38.86,48.1,8.12,2.21,1.46,208.33,0.4278997804
2000,404,178,7.5,11.0,8.12,48.1,1050,10,38.6,227,392,200,960,76.92,1008,1349.75,51.81,48.1,8.12,2.21,1.46,208.33,0.7468064889
2500,404,178,7.5,11.0,8.12,48.1,1050,10,38.6,227,392,200,960,76.92,1008,883.72,64.77,48.1,8.12,2.21,1.46,208.33,1.140627348
3000,404,178,7.5,11.0,8.12,48.1,1050,10,38.6,227,392,200,960,76.92,1008,630.17,77.72,48.1,8.12,2.21,1.46,208.33,1.599580948
3500,404,178,7.5,11.0,8.12,48.1,1050,10,38.6,227,392,200,960,76.92,1008,476.88,90.67,48.1,8.12,2.21,1.46,208.33,2.113733571
8000,404,178,7.5,11.0,8.12,48.1,1050,10,38.6,227,392,200,960,76.92,1008,126.31,207.25,48.1,8.12,2.21,1.46,208.33,7.980329774
1200,404,140,7.0,11.1,6.28,51.6,885,5,29.7,192,198,200,960,76.92,849.6,1863.82,40.40,51.6,6.28,2.81,1.59,208.33,0.4558380469
1700,404,140,7.0,11.1,6.28,51.6,885,5,29.7,192,198,200,960,76.92,849.6,952.51,57.24,51.6,6.28,2.81,1.59,208.33,0.8919594771
2200,404,140,7.0,11.1,6.28,51.6,885,5,29.7,192,198,200,960,76.92,849.6,587.34,74.07,51.6,6.28,2.81,1.59,208.33,1.446524888
2700,404,140,7.0,11.1,6.28,51.6,885,5,29.7,192,198,200,960,76.92,849.6,404.92,90.91,51.6,6.28,2.81,1.59,208.33,2.098190266
3200,404,140,7.0,11.1,6.28,51.6,885,5,29.7,192,198,200,960,76.92,849.6,300.60,107.74,51.6,6.28,2.81,1.59,208.33,2.826328933
7000,404,140,7.0,11.1,6.28,51.6,885,5,29.7,192,198,200,960,76.92,849.6,90.08,235.69,51.6,6.28,2.81,1.59,208.33,9.431973636
1200,399,140,6.4,8.8,7.97,56.8,724,4,28.4,109,152,200,960,76.92,695.04,1426.32,42.25,56.8,7.97,2.79,1.38,208.33,0.4872972594
1700,399,140,6.4,8.8,7.97,56.8,724,4,28.4,109,152,200,960,76.92,695.04,724.40,59.86,56.8,7.97,2.79,1.38,208.33,0.9594698957
2200,399,140,6.4,8.8,7.97,56.8,724,4,28.4,109,152,200,960,76.92,695.04,443.32,77.46,56.8,7.97,2.79,1.38,208.33,1.56782343
2700,399,140,6.4,8.8,7.97,56.8,724,4,28.4,109,152,200,960,76.92,695.04,303.07,95.07,56.8,7.97,2.79,1.38,208.33,2.293311983
3200,399,140,6.4,8.8,7.97,56.8,724,4,28.4,109,152,200,960,76.92,695.04,223.03,112.68,56.8,7.97,2.79,1.38,208.33,3.116384809
6000,399,140,6.4,8.8,7.97,56.8,724,4,28.4,109,152,200,960,76.92,695.04,79.23,211.27,56.8,7.97,2.79,1.38,208.33,8.77268308
10500,599,478,100.0,139.8,1.71,2.9,33300,2570,124.0,945000,136000,200,960,76.92,31968,77021.73,84.68,2.9,1.71,0.96,1.40,208.33,0.4150517229
11000,599,478,100.0,139.8,1.71,2.9,33300,2570,124.0,945000,136000,200,960,76.92,31968,73414.81,88.71,2.9,1.71,0.96,1.40,208.33,0.4354434731
11500,599,478,100.0,139.8,1.71,2.9,33300,2570,124.0,945000,136000,200,960,76.92,31968,70134.35,92.74,2.9,1.71,0.96,1.40,208.33,0.4558109051
12000,599,478,100.0,139.8,1.71,2.9,33300,2570,124.0,945000,136000,200,960,76.92,31968,67137.55,96.77,2.9,1.71,0.96,1.40,208.33,0.4761568041
12500,599,478,100.0,139.8,1.71,2.9,33300,2570,124.0,945000,136000,200,960,76.92,31968,64388.84,100.81,2.9,1.71,0.96,1.40,208.33,0.4964835557
200000,599,478,100.0,139.8,1.71,2.9,33300,2570,124.0,945000,136000,200,960,76.92,31968,3977.75,1612.90,2.9,1.71,0.96,1.40,208.33,8.036694197
11000,579,472,95.0,129.7,1.82,3.0,30000,2310,123.0,766000,117000,200,960,76.92,28800,62721.39,89.43,3.0,1.82,0.95,1.36,208.33,0.4591735199
11500,579,472,95.0,129.7,1.82,3.0,30000,2310,123.0,766000,117000,200,960,76.92,28800,59914.25,93.50,3.0,1.82,0.95,1.36,208.33,0.480686964
12000,579,472,95.0,129.7,1.82,3.0,30000,2310,123.0,766000,117000,200,960,76.92,28800,57350.36,97.56,3.0,1.82,0.95,1.36,208.33,0.5021764751
12500,579,472,95.0,129.7,1.82,3.0,30000,2310,123.0,766000,117000,200,960,76.92,28800,54999.13,101.63,3.0,1.82,0.95,1.36,208.33,0.5236446907
13000,579,472,95.0,129.7,1.82,3.0,30000,2310,123.0,766000,117000,200,960,76.92,28800,52834.94,105.69,3.0,1.82,0.95,1.36,208.33,0.5450938836
150000,579,472,95.0,129.7,1.82,3.0,30000,2310,123.0,766000,117000,200,960,76.92,28800,4527.23,1219.51,3.0,1.82,0.95,1.36,208.33,6.361507486
10000,569,455,78.0,125.0,1.82,3.7,27200,1960,119.0,604000,97200,200,960,76.92,26112,56675.98,84.03,3.7,1.82,0.98,1.60,208.33,0.4607242763
10500,569,455,78.0,125.0,1.82,3.7,27200,1960,119.0,604000,97200,200,960,76.92,26112,53877.52,88.24,3.7,1.82,0.98,1.60,208.33,0.4846547815
11000,569,455,78.0,125.0,1.82,3.7,27200,1960,119.0,604000,97200,200,960,76.92,26112,51346.00,92.44,3.7,1.82,0.98,1.60,208.33,0.5085498459
11500,569,455,78.0,125.0,1.82,3.7,27200,1960,119.0,604000,97200,200,960,76.92,26112,49044.58,96.64,3.7,1.82,0.98,1.60,208.33,0.5324136171
12000,569,455,78.0,125.0,1.82,3.7,27200,1960,119.0,604000,97200,200,960,76.92,26112,46942.95,100.84,3.7,1.82,0.98,1.60,208.33,0.5562496399
150000,569,455,78.0,125.0,1.82,3.7,27200,1960,119.0,604000,97200,200,960,76.92,26112,3703.06,1260.50,3.7,1.82,0.98,1.60,208.33,7.051467925
